facility_id,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,start_date,end_date
360276,READM-30-COPD-HRRP,0.9272,15.2539,16.4516,167.0,21.0,2020-07-01,2023-06-30
360276,READM-30-AMI-HRRP,0.9989,17.0819,17.1,,,2020-07-01,2023-06-30
360348,READM-30-PN-HRRP,0.9894,14.9138,15.0735,159.0,23.0,2020-07-01,2023-06-30
360348,READM-30-HF-HRRP,1.0252,18.6855,18.2268,253.0,49.0,2020-07-01,2023-06-30
360348,READM-30-COPD-HRRP,0.9256,15.3896,16.6274,,,2020-07-01,2023-06-30
360348,READM-30-AMI-HRRP,0.9414,11.1055,11.7963,,,2020-07-01,2023-06-30
360351,READM-30-HIP-KNEE-HRRP,0.7555,3.1947,4.2288,1081.0,31.0,2020-07-01,2023-06-30
360352,READM-30-HIP-KNEE-HRRP,0.8932,4.5823,5.1304,,,2020-07-01,2023-06-30
360354,READM-30-PN-HRRP,1.0642,16.8776,15.8588,366.0,66.0,2020-07-01,2023-06-30
360354,READM-30-HIP-KNEE-HRRP,0.9592,5.9699,6.2238,,,2020-07-01,2023-06-30
360354,READM-30-HF-HRRP,1.1412,21.9331,19.2202,372.0,91.0,2020-07-01,2023-06-30
360354,READM-30-COPD-HRRP,0.9789,19.6372,20.0614,124.0,23.0,2020-07-01,2023-06-30
360354,READM-30-AMI-HRRP,0.9839,12.7879,12.9973,139.0,17.0,2020-07-01,2023-06-30
360359,READM-30-PN-HRRP,1.0226,16.8561,16.4837,335.0,58.0,2020-07-01,2023-06-30
360359,READM-30-HIP-KNEE-HRRP,0.8143,5.007,6.1488,,,2020-07-01,2023-06-30
360359,READM-30-HF-HRRP,1.1008,21.5243,19.5537,521.0,119.0,2020-07-01,2023-06-30
360359,READM-30-COPD-HRRP,1.0003,19.3689,19.3633,98.0,19.0,2020-07-01,2023-06-30
360359,READM-30-CABG-HRRP,1.0356,10.0751,9.7289,,,2020-07-01,2023-06-30
360359,READM-30-AMI-HRRP,1.0914,12.7502,11.682,109.0,18.0,2020-07-01,2023-06-30
360360,READM-30-PN-HRRP,0.9326,15.9633,17.1161,299.0,43.0,2020-07-01,2023-06-30
360360,READM-30-HF-HRRP,1.1514,23.7135,20.595,370.0,98.0,2020-07-01,2023-06-30
360360,READM-30-COPD-HRRP,1.0941,21.329,19.4948,147.0,37.0,2020-07-01,2023-06-30
360360,READM-30-AMI-HRRP,1.0852,15.1846,13.9921,112.0,21.0,2020-07-01,2023-06-30
360361,READM-30-HIP-KNEE-HRRP,1.1308,5.5164,4.8784,,,2020-07-01,2023-06-30
360364,READM-30-PN-HRRP,1.0343,17.5371,16.9551,346.0,63.0,2020-07-01,2023-06-30
360364,READM-30-HIP-KNEE-HRRP,0.9241,5.4814,5.9319,,,2020-07-01,2023-06-30
360364,READM-30-HF-HRRP,1.0075,20.4897,20.3364,544.0,112.0,2020-07-01,2023-06-30
360364,READM-30-COPD-HRRP,0.9529,17.4874,18.3518,114.0,17.0,2020-07-01,2023-06-30
360365,READM-30-PN-HRRP,1.004,17.5003,17.4304,67.0,12.0,2020-07-01,2023-06-30
360365,READM-30-HF-HRRP,1.0573,22.5944,21.3703,53.0,16.0,2020-07-01,2023-06-30
360365,READM-30-AMI-HRRP,0.9914,13.8007,13.9203,,,2020-07-01,2023-06-30
360368,READM-30-PN-HRRP,1.0163,15.1784,14.9346,72.0,12.0,2020-07-01,2023-06-30
360368,READM-30-HF-HRRP,0.9586,17.9735,18.7498,122.0,19.0,2020-07-01,2023-06-30
360368,READM-30-COPD-HRRP,0.9761,17.6742,18.1072,,,2020-07-01,2023-06-30
370001,READM-30-PN-HRRP,0.9283,17.0858,18.4054,469.0,75.0,2020-07-01,2023-06-30
370001,READM-30-HIP-KNEE-HRRP,1.0978,6.5962,6.0086,,,2020-07-01,2023-06-30
370001,READM-30-HF-HRRP,0.9457,21.3751,22.6013,585.0,121.0,2020-07-01,2023-06-30
370001,READM-30-COPD-HRRP,0.956,19.6448,20.5483,167.0,30.0,2020-07-01,2023-06-30
370001,READM-30-CABG-HRRP,1.0766,12.5197,11.6293,156.0,22.0,2020-07-01,2023-06-30
370001,READM-30-AMI-HRRP,0.927,13.6099,14.6816,284.0,35.0,2020-07-01,2023-06-30
370002,READM-30-PN-HRRP,0.9657,14.6554,15.1758,125.0,16.0,2020-07-01,2023-06-30
370002,READM-30-HIP-KNEE-HRRP,0.913,4.6991,5.1468,,,2020-07-01,2023-06-30
370002,READM-30-HF-HRRP,0.9262,16.3905,17.6966,,,2020-07-01,2023-06-30
370002,READM-30-COPD-HRRP,0.916,16.0032,17.4705,,,2020-07-01,2023-06-30
370004,READM-30-PN-HRRP,1.0053,13.4111,13.3402,,,2020-07-01,2023-06-30
370004,READM-30-HF-HRRP,0.9689,15.9394,16.4506,,,2020-07-01,2023-06-30
370004,READM-30-COPD-HRRP,1.0005,15.8847,15.8769,,,2020-07-01,2023-06-30
370006,READM-30-PN-HRRP,1.0013,14.1983,14.1796,98.0,14.0,2020-07-01,2023-06-30
370006,READM-30-HIP-KNEE-HRRP,0.9575,3.6877,3.8515,,,2020-07-01,2023-06-30
370006,READM-30-HF-HRRP,0.9977,18.1568,18.1992,78.0,14.0,2020-07-01,2023-06-30
370006,READM-30-COPD-HRRP,0.9246,14.3265,15.4951,,,2020-07-01,2023-06-30
370008,READM-30-PN-HRRP,0.9836,14.9845,15.2351,301.0,44.0,2020-07-01,2023-06-30
370008,READM-30-HIP-KNEE-HRRP,1.0483,5.244,5.0023,,,2020-07-01,2023-06-30
370008,READM-30-HF-HRRP,1.0475,20.6406,19.7053,299.0,65.0,2020-07-01,2023-06-30
370008,READM-30-COPD-HRRP,0.9496,18.1169,19.0777,415.0,72.0,2020-07-01,2023-06-30
370008,READM-30-CABG-HRRP,1.0408,10.0372,9.6442,,,2020-07-01,2023-06-30
370008,READM-30-AMI-HRRP,0.9758,12.3602,12.6673,244.0,29.0,2020-07-01,2023-06-30
370013,READM-30-PN-HRRP,0.8411,13.3984,15.9301,705.0,83.0,2020-07-01,2023-06-30
370013,READM-30-HIP-KNEE-HRRP,1.2019,5.7034,4.7451,204.0,14.0,2020-07-01,2023-06-30
370013,READM-30-HF-HRRP,0.9198,18.5642,20.1822,220.0,35.0,2020-07-01,2023-06-30
370013,READM-30-COPD-HRRP,0.9897,18.0646,18.2532,153.0,27.0,2020-07-01,2023-06-30
370014,READM-30-PN-HRRP,1.2103,19.658,16.2428,370.0,86.0,2020-07-01,2023-06-30
370014,READM-30-HIP-KNEE-HRRP,1.1093,4.9259,4.4407,,,2020-07-01,2023-06-30
370014,READM-30-HF-HRRP,1.2059,23.8287,19.7605,199.0,61.0,2020-07-01,2023-06-30
370014,READM-30-COPD-HRRP,1.1876,23.5787,19.8543,207.0,60.0,2020-07-01,2023-06-30
370014,READM-30-AMI-HRRP,1.0877,17.5616,16.146,164.0,33.0,2020-07-01,2023-06-30
370015,READM-30-PN-HRRP,0.9689,14.6055,15.0744,,,2020-07-01,2023-06-30
370015,READM-30-HF-HRRP,1.0214,20.3901,19.9637,,,2020-07-01,2023-06-30
370015,READM-30-COPD-HRRP,1.0026,17.3002,17.2557,,,2020-07-01,2023-06-30
370016,READM-30-PN-HRRP,0.9942,14.157,14.2392,151.0,21.0,2020-07-01,2023-06-30
370016,READM-30-HF-HRRP,0.9083,15.5974,17.1717,,,2020-07-01,2023-06-30
370016,READM-30-COPD-HRRP,1.0028,16.6657,16.6188,113.0,19.0,2020-07-01,2023-06-30
370016,READM-30-AMI-HRRP,0.9179,11.5607,12.5944,,,2020-07-01,2023-06-30
370018,READM-30-PN-HRRP,0.9743,14.5869,14.9717,238.0,33.0,2020-07-01,2023-06-30
370018,READM-30-HIP-KNEE-HRRP,0.9808,4.1622,4.2438,,,2020-07-01,2023-06-30
370018,READM-30-HF-HRRP,0.9571,18.2752,19.0952,241.0,41.0,2020-07-01,2023-06-30
370018,READM-30-COPD-HRRP,0.887,15.887,17.9099,,,2020-07-01,2023-06-30
370018,READM-30-AMI-HRRP,0.8781,10.6471,12.1258,,,2020-07-01,2023-06-30
370019,READM-30-PN-HRRP,0.9943,14.5369,14.6201,92.0,13.0,2020-07-01,2023-06-30
370019,READM-30-HIP-KNEE-HRRP,1.3028,6.2917,4.8293,,,2020-07-01,2023-06-30
370019,READM-30-HF-HRRP,0.955,18.5036,19.3761,,,2020-07-01,2023-06-30
370020,READM-30-PN-HRRP,1.0406,16.9803,16.3182,255.0,46.0,2020-07-01,2023-06-30
370020,READM-30-HIP-KNEE-HRRP,1.0143,6.0536,5.9685,,,2020-07-01,2023-06-30
370020,READM-30-HF-HRRP,0.994,17.5643,17.6704,213.0,37.0,2020-07-01,2023-06-30
370020,READM-30-COPD-HRRP,1.0691,20.3344,19.0199,68.0,18.0,2020-07-01,2023-06-30
370022,READM-30-PN-HRRP,0.9852,14.2694,14.4835,119.0,16.0,2020-07-01,2023-06-30
370022,READM-30-HIP-KNEE-HRRP,0.8859,3.7347,4.2155,,,2020-07-01,2023-06-30
370022,READM-30-HF-HRRP,0.9909,17.0042,17.1609,86.0,14.0,2020-07-01,2023-06-30
370022,READM-30-COPD-HRRP,0.9612,15.2784,15.8952,,,2020-07-01,2023-06-30
370023,READM-30-PN-HRRP,0.9869,14.9436,15.1425,307.0,45.0,2020-07-01,2023-06-30
370023,READM-30-HIP-KNEE-HRRP,1.0236,4.4273,4.3252,,,2020-07-01,2023-06-30
370023,READM-30-HF-HRRP,0.9422,17.6634,18.7462,244.0,39.0,2020-07-01,2023-06-30
370023,READM-30-COPD-HRRP,0.9498,16.5053,17.3784,146.0,21.0,2020-07-01,2023-06-30
370025,READM-30-PN-HRRP,1.062,18.4975,17.4181,410.0,80.0,2020-07-01,2023-06-30
370025,READM-30-HIP-KNEE-HRRP,1.3244,6.148,4.6423,,,2020-07-01,2023-06-30
370025,READM-30-HF-HRRP,1.0206,22.6579,22.2015,448.0,103.0,2020-07-01,2023-06-30
370025,READM-30-COPD-HRRP,1.0038,20.5821,20.5032,164.0,34.0,2020-07-01,2023-06-30
370025,READM-30-AMI-HRRP,0.9596,14.0893,14.683,,,2020-07-01,2023-06-30
370026,READM-30-PN-HRRP,0.996,16.1856,16.2511,255.0,41.0,2020-07-01,2023-06-30
370026,READM-30-HIP-KNEE-HRRP,0.9541,5.1172,5.3632,,,2020-07-01,2023-06-30
370026,READM-30-HF-HRRP,0.9352,18.6344,19.9259,186.0,30.0,2020-07-01,2023-06-30
370026,READM-30-COPD-HRRP,1.0005,16.9547,16.9458,,,2020-07-01,2023-06-30
370026,READM-30-AMI-HRRP,0.9957,14.4454,14.5085,,,2020-07-01,2023-06-30
370028,READM-30-PN-HRRP,0.9222,14.7215,15.9634,716.0,100.0,2020-07-01,2023-06-30
370028,READM-30-HIP-KNEE-HRRP,1.0735,6.9489,6.4733,,,2020-07-01,2023-06-30
370028,READM-30-HF-HRRP,0.902,18.274,20.2596,625.0,107.0,2020-07-01,2023-06-30
370028,READM-30-COPD-HRRP,0.9886,18.7101,18.926,255.0,47.0,2020-07-01,2023-06-30
370028,READM-30-CABG-HRRP,0.9923,10.6267,10.7087,200.0,21.0,2020-07-01,2023-06-30
370028,READM-30-AMI-HRRP,1.0591,13.5623,12.8052,378.0,54.0,2020-07-01,2023-06-30
370034,READM-30-PN-HRRP,0.9707,14.2661,14.6971,168.0,22.0,2020-07-01,2023-06-30
370034,READM-30-HIP-KNEE-HRRP,0.9657,3.5866,3.714,,,2020-07-01,2023-06-30
370034,READM-30-HF-HRRP,0.9443,17.157,18.1699,157.0,23.0,2020-07-01,2023-06-30
370034,READM-30-COPD-HRRP,1.0844,17.6169,16.2459,80.0,19.0,2020-07-01,2023-06-30
370034,READM-30-AMI-HRRP,1.0049,13.5381,13.4717,,,2020-07-01,2023-06-30
370037,READM-30-PN-HRRP,0.9936,16.509,16.6154,463.0,76.0,2020-07-01,2023-06-30
370037,READM-30-HIP-KNEE-HRRP,0.7485,3.7546,5.0164,791.0,26.0,2020-07-01,2023-06-30
370037,READM-30-HF-HRRP,1.0264,20.2341,19.7129,406.0,84.0,2020-07-01,2023-06-30
370037,READM-30-COPD-HRRP,0.9653,16.7787,17.3817,114.0,17.0,2020-07-01,2023-06-30
370037,READM-30-CABG-HRRP,0.923,10.048,10.8862,,,2020-07-01,2023-06-30
370037,READM-30-AMI-HRRP,0.9058,13.5361,14.9437,183.0,20.0,2020-07-01,2023-06-30
370039,READM-30-PN-HRRP,0.9646,13.8892,14.3983,118.0,14.0,2020-07-01,2023-06-30
370039,READM-30-HIP-KNEE-HRRP,1.0906,6.3494,5.8218,,,2020-07-01,2023-06-30
370039,READM-30-HF-HRRP,0.9201,17.4542,18.9696,119.0,15.0,2020-07-01,2023-06-30
370039,READM-30-COPD-HRRP,0.9633,15.89,16.4951,,,2020-07-01,2023-06-30
370047,READM-30-PN-HRRP,0.9844,17.552,17.8301,405.0,70.0,2020-07-01,2023-06-30
370047,READM-30-HF-HRRP,0.9529,19.3723,20.3304,286.0,52.0,2020-07-01,2023-06-30
370047,READM-30-COPD-HRRP,1.0387,19.8181,19.0794,89.0,20.0,2020-07-01,2023-06-30
370047,READM-30-AMI-HRRP,0.9924,15.1171,15.2331,,,2020-07-01,2023-06-30
370049,READM-30-PN-HRRP,1.0396,15.7384,15.1392,225.0,38.0,2020-07-01,2023-06-30
370049,READM-30-HIP-KNEE-HRRP,0.7944,3.2386,4.077,491.0,13.0,2020-07-01,2023-06-30
370049,READM-30-HF-HRRP,1.0934,19.5459,17.8761,219.0,49.0,2020-07-01,2023-06-30
370049,READM-30-COPD-HRRP,1.077,19.2195,17.8446,101.0,24.0,2020-07-01,2023-06-30
370049,READM-30-AMI-HRRP,1.0053,11.4126,11.3525,103.0,12.0,2020-07-01,2023-06-30
370054,READM-30-PN-HRRP,0.9005,11.9959,13.3209,,,2020-07-01,2023-06-30
370054,READM-30-HIP-KNEE-HRRP,0.8757,4.604,5.2574,,,2020-07-01,2023-06-30
370054,READM-30-HF-HRRP,0.9994,17.5208,17.5305,63.0,11.0,2020-07-01,2023-06-30
370054,READM-30-COPD-HRRP,1.0389,17.1151,16.4737,,,2020-07-01,2023-06-30
370056,READM-30-PN-HRRP,1.0938,19.0313,17.3989,540.0,109.0,2020-07-01,2023-06-30
370056,READM-30-HIP-KNEE-HRRP,1.2986,6.2885,4.8425,153.0,13.0,2020-07-01,2023-06-30
370056,READM-30-HF-HRRP,1.1309,22.0405,19.4898,577.0,136.0,2020-07-01,2023-06-30
370056,READM-30-COPD-HRRP,1.0123,20.2096,19.9634,204.0,42.0,2020-07-01,2023-06-30
370056,READM-30-CABG-HRRP,1.0457,13.1332,12.5597,,,2020-07-01,2023-06-30
370056,READM-30-AMI-HRRP,1.1312,13.2974,11.7554,167.0,28.0,2020-07-01,2023-06-30
370057,READM-30-PN-HRRP,0.9534,12.3214,12.9237,,,2020-07-01,2023-06-30
370078,READM-30-PN-HRRP,1.0172,15.5668,15.3032,89.0,15.0,2020-07-01,2023-06-30
370078,READM-30-HF-HRRP,1.06,21.1336,19.9372,146.0,35.0,2020-07-01,2023-06-30
370078,READM-30-COPD-HRRP,1.0096,21.633,21.4271,48.0,11.0,2020-07-01,2023-06-30
370078,READM-30-CABG-HRRP,1.0716,13.1394,12.261,,,2020-07-01,2023-06-30
370078,READM-30-AMI-HRRP,1.1093,15.9451,14.3739,81.0,18.0,2020-07-01,2023-06-30
370083,READM-30-PN-HRRP,0.9555,14.9846,15.6824,,,2020-07-01,2023-06-30
370083,READM-30-HF-HRRP,0.9951,20.7026,20.8047,,,2020-07-01,2023-06-30
370089,READM-30-PN-HRRP,0.9455,14.6742,15.5194,121.0,14.0,2020-07-01,2023-06-30
370089,READM-30-HIP-KNEE-HRRP,1.0105,3.8609,3.8206,,,2020-07-01,2023-06-30
370089,READM-30-HF-HRRP,1.114,22.3245,20.0394,180.0,48.0,2020-07-01,2023-06-30
370089,READM-30-COPD-HRRP,1.0459,22.3672,21.3855,54.0,15.0,2020-07-01,2023-06-30
370089,READM-30-AMI-HRRP,1.0678,16.1583,15.132,54.0,12.0,2020-07-01,2023-06-30
370091,READM-30-PN-HRRP,1.0241,17.6348,17.2192,932.0,166.0,2020-07-01,2023-06-30
370091,READM-30-HIP-KNEE-HRRP,1.1131,5.8376,5.2447,353.0,22.0,2020-07-01,2023-06-30
370091,READM-30-HF-HRRP,0.9704,19.8513,20.4569,988.0,194.0,2020-07-01,2023-06-30
370091,READM-30-COPD-HRRP,1.0337,21.5783,20.8739,384.0,85.0,2020-07-01,2023-06-30
370091,READM-30-CABG-HRRP,0.91,9.715,10.6758,258.0,22.0,2020-07-01,2023-06-30
370091,READM-30-AMI-HRRP,0.9423,12.8778,13.6667,418.0,51.0,2020-07-01,2023-06-30
370093,READM-30-PN-HRRP,0.9976,18.3449,18.3884,268.0,49.0,2020-07-01,2023-06-30
370093,READM-30-HIP-KNEE-HRRP,0.8843,3.8285,4.3292,,,2020-07-01,2023-06-30
370093,READM-30-HF-HRRP,0.9806,20.0686,20.4665,276.0,54.0,2020-07-01,2023-06-30
370093,READM-30-COPD-HRRP,0.975,19.2953,19.7901,143.0,26.0,2020-07-01,2023-06-30
370093,READM-30-AMI-HRRP,1.0051,14.8247,14.7489,113.0,17.0,2020-07-01,2023-06-30
370094,READM-30-PN-HRRP,1.0034,16.2439,16.1894,251.0,41.0,2020-07-01,2023-06-30
370094,READM-30-HIP-KNEE-HRRP,1.1775,6.0111,5.1048,,,2020-07-01,2023-06-30
370094,READM-30-HF-HRRP,1.0367,21.6005,20.8353,150.0,35.0,2020-07-01,2023-06-30
370094,READM-30-COPD-HRRP,0.998,17.9752,18.0109,73.0,13.0,2020-07-01,2023-06-30
370094,READM-30-AMI-HRRP,1.0774,16.6498,15.4542,98.0,20.0,2020-07-01,2023-06-30
370097,READM-30-PN-HRRP,0.9521,14.5045,15.2335,188.0,24.0,2020-07-01,2023-06-30
370097,READM-30-HF-HRRP,1.0544,21.5366,20.4248,89.0,23.0,2020-07-01,2023-06-30
370097,READM-30-COPD-HRRP,0.9881,17.7043,17.9167,,,2020-07-01,2023-06-30
370099,READM-30-PN-HRRP,0.9676,12.8853,13.3167,,,2020-07-01,2023-06-30
370100,READM-30-PN-HRRP,0.9857,13.3278,13.5208,97.0,12.0,2020-07-01,2023-06-30
370100,READM-30-HF-HRRP,1.065,18.6065,17.4717,68.0,17.0,2020-07-01,2023-06-30
370100,READM-30-COPD-HRRP,0.9691,15.5841,16.081,,,2020-07-01,2023-06-30
370106,READM-30-PN-HRRP,0.9924,15.7132,15.833,366.0,57.0,2020-07-01,2023-06-30
370106,READM-30-HF-HRRP,0.9593,19.3891,20.2124,273.0,50.0,2020-07-01,2023-06-30
370106,READM-30-COPD-HRRP,1.0136,19.3476,19.0874,130.0,26.0,2020-07-01,2023-06-30
370106,READM-30-CABG-HRRP,0.9554,10.7589,11.2606,,,2020-07-01,2023-06-30
370106,READM-30-AMI-HRRP,0.9727,13.4719,13.8498,99.0,12.0,2020-07-01,2023-06-30
370112,READM-30-PN-HRRP,0.9815,13.0273,13.273,,,2020-07-01,2023-06-30
370112,READM-30-HF-HRRP,0.9913,15.6682,15.8053,,,2020-07-01,2023-06-30
370113,READM-30-PN-HRRP,1.0279,15.2737,14.8585,119.0,20.0,2020-07-01,2023-06-30
370113,READM-30-HF-HRRP,1.0388,19.8781,19.135,52.0,13.0,2020-07-01,2023-06-30
370113,READM-30-COPD-HRRP,0.9557,16.4036,17.1633,,,2020-07-01,2023-06-30
370113,READM-30-AMI-HRRP,1.0094,14.185,14.0522,,,2020-07-01,2023-06-30
370114,READM-30-PN-HRRP,0.9667,15.97,16.5205,459.0,71.0,2020-07-01,2023-06-30
370114,READM-30-HF-HRRP,0.9174,18.6563,20.336,724.0,129.0,2020-07-01,2023-06-30
370114,READM-30-COPD-HRRP,1.0757,22.2452,20.6793,181.0,45.0,2020-07-01,2023-06-30
370114,READM-30-CABG-HRRP,0.9333,9.1426,9.7961,,,2020-07-01,2023-06-30
370114,READM-30-AMI-HRRP,1.0543,14.1982,13.4669,285.0,43.0,2020-07-01,2023-06-30
370149,READM-30-PN-HRRP,1.0066,15.5241,15.4226,184.0,29.0,2020-07-01,2023-06-30
370149,READM-30-HF-HRRP,0.904,17.4455,19.2986,103.0,11.0,2020-07-01,2023-06-30
370149,READM-30-COPD-HRRP,0.9769,15.8672,16.2432,,,2020-07-01,2023-06-30
370149,READM-30-AMI-HRRP,0.9462,15.9114,16.8157,,,2020-07-01,2023-06-30
370153,READM-30-HIP-KNEE-HRRP,0.9889,4.5786,4.63,,,2020-07-01,2023-06-30
370153,READM-30-COPD-HRRP,1.0129,15.1507,14.9571,,,2020-07-01,2023-06-30
370158,READM-30-PN-HRRP,1.0144,13.8656,13.669,,,2020-07-01,2023-06-30
370158,READM-30-HF-HRRP,0.9837,16.9843,17.2661,,,2020-07-01,2023-06-30
370166,READM-30-PN-HRRP,1.0008,16.4864,16.4732,,,2020-07-01,2023-06-30
370166,READM-30-HF-HRRP,0.9504,18.3265,19.2822,,,2020-07-01,2023-06-30
370171,READM-30-PN-HRRP,1.01,14.3371,14.1957,121.0,18.0,2020-07-01,2023-06-30
370171,READM-30-HF-HRRP,1.0258,19.4132,18.9245,99.0,21.0,2020-07-01,2023-06-30
370171,READM-30-COPD-HRRP,1.0637,19.6421,18.4657,,,2020-07-01,2023-06-30
370172,READM-30-PN-HRRP,0.9891,13.7541,13.9059,,,2020-07-01,2023-06-30
370172,READM-30-HF-HRRP,0.955,17.892,18.7344,,,2020-07-01,2023-06-30
370178,READM-30-PN-HRRP,0.9836,16.5826,16.8598,,,2020-07-01,2023-06-30
370178,READM-30-HF-HRRP,1.0005,19.914,19.9042,,,2020-07-01,2023-06-30
370178,READM-30-COPD-HRRP,0.9432,17.0226,18.0471,,,2020-07-01,2023-06-30
370180,READM-30-PN-HRRP,0.9183,13.7619,14.9864,,,2020-07-01,2023-06-30
370180,READM-30-HF-HRRP,0.9747,18.2589,18.7328,,,2020-07-01,2023-06-30
370180,READM-30-COPD-HRRP,0.9985,17.5615,17.5888,,,2020-07-01,2023-06-30
370183,READM-30-PN-HRRP,1.0452,12.7059,12.156,,,2020-07-01,2023-06-30
370201,READM-30-HIP-KNEE-HRRP,1.0022,4.1374,4.1282,,,2020-07-01,2023-06-30
370202,READM-30-PN-HRRP,0.9262,14.5801,15.741,323.0,42.0,2020-07-01,2023-06-30
370202,READM-30-HIP-KNEE-HRRP,1.1905,6.8915,5.789,,,2020-07-01,2023-06-30
370202,READM-30-HF-HRRP,1.0052,21.7655,21.6533,398.0,87.0,2020-07-01,2023-06-30
370202,READM-30-COPD-HRRP,1.0631,19.4443,18.29,109.0,25.0,2020-07-01,2023-06-30
370202,READM-30-AMI-HRRP,0.9828,13.0837,13.3123,121.0,15.0,2020-07-01,2023-06-30
370203,READM-30-HIP-KNEE-HRRP,1.0902,4.6588,4.2734,,,2020-07-01,2023-06-30
370210,READM-30-HIP-KNEE-HRRP,0.7038,3.0706,4.363,1154.0,31.0,2020-07-01,2023-06-30
370211,READM-30-PN-HRRP,1.0276,14.6906,14.2957,226.0,35.0,2020-07-01,2023-06-30
370211,READM-30-HF-HRRP,1.0069,18.2429,18.1171,107.0,20.0,2020-07-01,2023-06-30
370211,READM-30-COPD-HRRP,0.9888,16.1167,16.2995,,,2020-07-01,2023-06-30
370212,READM-30-HIP-KNEE-HRRP,0.8442,3.1055,3.6787,,,2020-07-01,2023-06-30
370215,READM-30-PN-HRRP,1.0154,16.8044,16.5492,220.0,38.0,2020-07-01,2023-06-30
370215,READM-30-HF-HRRP,1.0111,19.0649,18.8562,1087.0,208.0,2020-07-01,2023-06-30
370215,READM-30-COPD-HRRP,1.0377,17.721,17.0779,,,2020-07-01,2023-06-30
370215,READM-30-CABG-HRRP,0.9808,10.1058,10.3036,788.0,79.0,2020-07-01,2023-06-30
370215,READM-30-AMI-HRRP,0.9489,11.72,12.3511,951.0,109.0,2020-07-01,2023-06-30
370216,READM-30-HIP-KNEE-HRRP,0.9686,4.5414,4.6884,,,2020-07-01,2023-06-30
370218,READM-30-PN-HRRP,1.0042,15.5269,15.4618,288.0,45.0,2020-07-01,2023-06-30
370218,READM-30-HIP-KNEE-HRRP,1.2546,5.4146,4.3159,,,2020-07-01,2023-06-30
370218,READM-30-HF-HRRP,0.9162,17.0638,18.6254,252.0,37.0,2020-07-01,2023-06-30
370218,READM-30-COPD-HRRP,1.0397,18.3132,17.6139,118.0,24.0,2020-07-01,2023-06-30
370218,READM-30-AMI-HRRP,0.9974,11.9976,12.0284,,,2020-07-01,2023-06-30
370220,READM-30-HIP-KNEE-HRRP,0.9994,3.8073,3.8097,,,2020-07-01,2023-06-30
370222,READM-30-HIP-KNEE-HRRP,0.6702,2.58,3.8494,1783.0,41.0,2020-07-01,2023-06-30
370227,READM-30-PN-HRRP,0.9499,13.4086,14.1159,,,2020-07-01,2023-06-30
370227,READM-30-HF-HRRP,0.921,16.5751,17.9965,,,2020-07-01,2023-06-30
370228,READM-30-PN-HRRP,0.9609,13.0981,13.6304,,,2020-07-01,2023-06-30
370228,READM-30-HIP-KNEE-HRRP,0.9493,3.7413,3.9412,,,2020-07-01,2023-06-30
370234,READM-30-PN-HRRP,0.9434,17.7587,18.8232,107.0,15.0,2020-07-01,2023-06-30
370234,READM-30-HF-HRRP,0.8404,17.0757,20.3184,621.0,94.0,2020-07-01,2023-06-30
370234,READM-30-COPD-HRRP,0.9754,18.5509,19.0189,,,2020-07-01,2023-06-30
370234,READM-30-CABG-HRRP,1.0274,11.0928,10.797,,,2020-07-01,2023-06-30
370234,READM-30-AMI-HRRP,0.957,13.7621,14.3808,415.0,55.0,2020-07-01,2023-06-30
370235,READM-30-PN-HRRP,0.9886,13.5877,13.7439,,,2020-07-01,2023-06-30
370235,READM-30-HIP-KNEE-HRRP,0.902,4.0102,4.4459,,,2020-07-01,2023-06-30
370235,READM-30-HF-HRRP,0.9468,15.3401,16.2023,,,2020-07-01,2023-06-30
370236,READM-30-PN-HRRP,0.9509,14.2388,14.9744,213.0,27.0,2020-07-01,2023-06-30
370236,READM-30-HF-HRRP,0.9098,16.9811,18.6654,115.0,13.0,2020-07-01,2023-06-30
370236,READM-30-COPD-HRRP,0.9421,18.7249,19.8763,,,2020-07-01,2023-06-30
370236,READM-30-AMI-HRRP,1.0668,14.3418,13.4439,69.0,13.0,2020-07-01,2023-06-30
370237,READM-30-PN-HRRP,1.0313,14.8729,14.4222,141.0,23.0,2020-07-01,2023-06-30
370237,READM-30-HF-HRRP,0.9502,17.1017,17.9987,,,2020-07-01,2023-06-30
370240,READM-30-PN-HRRP,1.0671,15.1885,14.2336,44.0,11.0,2020-07-01,2023-06-30
380001,READM-30-PN-HRRP,0.9703,14.0441,14.4745,,,2020-07-01,2023-06-30
380001,READM-30-HF-HRRP,0.9542,17.5712,18.4144,98.0,14.0,2020-07-01,2023-06-30
380001,READM-30-COPD-HRRP,0.999,17.2156,17.2323,,,2020-07-01,2023-06-30
380002,READM-30-PN-HRRP,0.9262,12.7085,13.7214,165.0,16.0,2020-07-01,2023-06-30
380002,READM-30-HF-HRRP,0.8462,15.1396,17.8913,187.0,17.0,2020-07-01,2023-06-30
380002,READM-30-COPD-HRRP,0.982,14.9157,15.1887,,,2020-07-01,2023-06-30
380002,READM-30-AMI-HRRP,0.9777,11.8752,12.1456,,,2020-07-01,2023-06-30
380004,READM-30-PN-HRRP,1.008,14.9278,14.8086,251.0,38.0,2020-07-01,2023-06-30
380004,READM-30-HIP-KNEE-HRRP,1.0312,5.4165,5.2529,,,2020-07-01,2023-06-30
